Chromosome	Start	End	MANE_Transcript	Near_coding_region
chr17	10549616	10549635	ENST00000245503	5_prime_intron
chr17	10549636	10549658	ENST00000245503	five_prime_UTR
chr17	10628532	10628652	ENST00000583535	three_prime_UTR
chr17	10655065	10655072	ENST00000583535	five_prime_UTR
chr17	10655073	10655092	ENST00000583535	5_prime_intron
chr17	10656070	10656089	ENST00000583535	5_prime_intron
chr17	10656090	10656148	ENST00000583535	five_prime_UTR
chr17	10656149	10656168	ENST00000583535	5_prime_intron
chr17	10657218	10657566	ENST00000583535	promoter
chr17	10657269	10657288	ENST00000583535	5_prime_intron
chr17	10657289	10657309	ENST00000583535	five_prime_UTR
chr17	12665655	12666004	ENST00000425538	promoter
chr17	12665890	12666188	ENST00000425538	five_prime_UTR
chr17	12763645	12768949	ENST00000425538	three_prime_UTR
chr17	15229779	15230916	ENST00000312280	three_prime_UTR
chr17	15260728	15260761	ENST00000312280	five_prime_UTR
chr17	15260762	15260781	ENST00000312280	5_prime_intron
chr17	15265134	15265153	ENST00000312280	5_prime_intron
chr17	15265154	15265326	ENST00000312280	five_prime_UTR
chr17	15265245	15265507	ENST00000312280	promoter
chr17	16939081	16939546	ENST00000261652	three_prime_UTR
chr17	16971972	16972014	ENST00000261652	promoter
chr17	16972076	16972318	ENST00000261652	promoter
chr17	16972076	16972118	ENST00000261652	five_prime_UTR
chr17	17212212	17213654	ENST00000285071	three_prime_UTR
chr17	17228138	17228161	ENST00000285071	five_prime_UTR
chr17	17228162	17228181	ENST00000285071	5_prime_intron
chr17	17231774	17231793	ENST00000285071	5_prime_intron
chr17	17231794	17231882	ENST00000285071	five_prime_UTR
chr17	17231883	17231902	ENST00000285071	5_prime_intron
chr17	17232768	17232787	ENST00000285071	5_prime_intron
chr17	17232788	17232901	ENST00000285071	five_prime_UTR
chr17	17232902	17232921	ENST00000285071	5_prime_intron
chr17	17236892	17236911	ENST00000285071	5_prime_intron
chr17	17236912	17237168	ENST00000285071	five_prime_UTR
chr17	17237101	17237349	ENST00000285071	promoter
chr17	17681172	17681525	ENST00000353383	promoter
chr17	17681458	17681793	ENST00000353383	five_prime_UTR
chr17	17681794	17681813	ENST00000353383	5_prime_intron
chr17	17724008	17724027	ENST00000353383	5_prime_intron
chr17	17724028	17724159	ENST00000353383	five_prime_UTR
chr17	17724160	17724179	ENST00000353383	5_prime_intron
chr17	17792913	17792932	ENST00000353383	5_prime_intron
chr17	17792933	17792948	ENST00000353383	five_prime_UTR
chr17	17809962	17809969	ENST00000353383	3_prime_intron
chr17	17809982	17811453	ENST00000353383	three_prime_UTR
chr17	17811334	17812621	ENST00000261646	three_prime_UTR
chr17	17836818	17836986	ENST00000261646	five_prime_UTR
chr17	17836910	17837258	ENST00000261646	promoter
chr17	28506103	28506421	ENST00000579795	promoter
chr17	28506348	28506443	ENST00000579795	five_prime_UTR
chr17	28506444	28506463	ENST00000579795	5_prime_intron
chr17	28523936	28523955	ENST00000579795	5_prime_intron
chr17	28523956	28523969	ENST00000579795	five_prime_UTR
chr17	28537437	28538900	ENST00000579795	three_prime_UTR
chr17	28546708	28547296	ENST00000335765	three_prime_UTR
chr17	28552558	28552835	ENST00000335765	promoter
chr17	28552558	28552624	ENST00000335765	five_prime_UTR
chr17	28728607	28728813	ENST00000268766	promoter
chr17	28728788	28728813	ENST00000268766	five_prime_UTR
chr17	28741988	28743455	ENST00000268766	three_prime_UTR
chr17	29246593	29246863	ENST00000225387	promoter
chr17	29246895	29246998	ENST00000225387	promoter
chr17	29246859	29246863	ENST00000225387	five_prime_UTR
chr17	29254350	29254494	ENST00000225387	three_prime_UTR
chr17	29390097	29390502	ENST00000261716	promoter
chr17	29390363	29391024	ENST00000261716	five_prime_UTR
chr17	29391025	29391044	ENST00000261716	5_prime_intron
chr17	29451435	29451454	ENST00000261716	5_prime_intron
chr17	29451455	29451548	ENST00000261716	five_prime_UTR
chr17	29543023	29551903	ENST00000261716	three_prime_UTR
chr17	31094695	31095045	ENST00000358273	promoter
chr17	31094977	31095309	ENST00000358273	five_prime_UTR
chr17	31374156	31377675	ENST00000358273	three_prime_UTR
chr17	31936826	31937246	ENST00000322652	promoter
chr17	31937007	31937246	ENST00000322652	five_prime_UTR
chr17	31999004	32001038	ENST00000322652	three_prime_UTR
chr17	32927972	32928302	ENST00000579849	promoter
chr17	32928153	32928237	ENST00000579849	five_prime_UTR
chr17	32928238	32928257	ENST00000579849	5_prime_intron
chr17	32931307	32931326	ENST00000579849	5_prime_intron
chr17	32931327	32931402	ENST00000579849	five_prime_UTR
chr17	32931403	32931422	ENST00000579849	5_prime_intron
chr17	32931455	32931474	ENST00000579849	5_prime_intron
chr17	32931475	32931528	ENST00000579849	five_prime_UTR
chr17	32940994	32944315	ENST00000579849	three_prime_UTR
chr17	34255019	34255349	ENST00000225831	promoter
chr17	34255285	34255349	ENST00000225831	five_prime_UTR
chr17	34256828	34257203	ENST00000225831	three_prime_UTR
chr17	35092221	35100952	ENST00000345365	three_prime_UTR
chr17	35119614	35120041	ENST00000345365	promoter
chr17	35119614	35119860	ENST00000345365	five_prime_UTR
chr17	35543985	35548238	ENST00000674182	three_prime_UTR
chr17	35558063	35558106	ENST00000674182	five_prime_UTR
chr17	35558107	35558126	ENST00000674182	5_prime_intron
chr17	35559707	35559726	ENST00000674182	5_prime_intron
chr17	35559727	35559805	ENST00000674182	five_prime_UTR
chr17	35559806	35559825	ENST00000674182	5_prime_intron
chr17	35560680	35561085	ENST00000674182	promoter
chr17	35560747	35560766	ENST00000674182	5_prime_intron
chr17	35560767	35560819	ENST00000674182	five_prime_UTR
chr17	35871491	35872269	ENST00000651122	three_prime_UTR
chr17	35880306	35880541	ENST00000651122	promoter
chr17	35880306	35880360	ENST00000651122	five_prime_UTR
chr17	37686431	37687371	ENST00000617811	three_prime_UTR
chr17	37744885	37745059	ENST00000617811	five_prime_UTR
chr17	37744990	37745255	ENST00000617811	promoter
chr17	38733898	38735222	ENST00000620225	three_prime_UTR
chr17	38740403	38740442	ENST00000620225	five_prime_UTR
chr17	38740443	38740462	ENST00000620225	5_prime_intron
chr17	38747859	38747878	ENST00000620225	5_prime_intron
chr17	38747879	38747971	ENST00000620225	five_prime_UTR
chr17	38747972	38747991	ENST00000620225	5_prime_intron
chr17	38748176	38748195	ENST00000620225	5_prime_intron
chr17	38748196	38748336	ENST00000620225	five_prime_UTR
chr17	38748268	38748618	ENST00000620225	promoter
chr17	38847860	38850131	ENST00000479035	three_prime_UTR
chr17	38853654	38853697	ENST00000479035	promoter
chr17	38853711	38854003	ENST00000479035	promoter
chr17	38853691	38853697	ENST00000479035	5_prime_intron
chr17	38853711	38853721	ENST00000479035	five_prime_UTR
chr17	39603768	39605450	ENST00000302584	three_prime_UTR
chr17	39606600	39606604	ENST00000302584	five_prime_UTR
chr17	39606605	39606624	ENST00000302584	5_prime_intron
chr17	39607708	39607727	ENST00000302584	5_prime_intron
chr17	39607728	39607920	ENST00000302584	five_prime_UTR
chr17	39607779	39608129	ENST00000302584	promoter
chr17	39665168	39665359	ENST00000309889	promoter
chr17	39665349	39665359	ENST00000309889	five_prime_UTR
chr17	39666110	39666554	ENST00000309889	three_prime_UTR
chr17	39757718	39765789	ENST00000346872	three_prime_UTR
chr17	39864085	39864119	ENST00000346872	promoter
chr17	39864127	39864493	ENST00000346872	promoter
chr17	39864107	39864119	ENST00000346872	5_prime_intron
chr17	39864127	39864312	ENST00000346872	five_prime_UTR
chr17	40062718	40063066	ENST00000450525	promoter
chr17	40062965	40063092	ENST00000450525	five_prime_UTR
chr17	40063093	40063112	ENST00000450525	5_prime_intron
chr17	40074172	40074191	ENST00000450525	5_prime_intron
chr17	40074192	40074488	ENST00000450525	five_prime_UTR
chr17	40089457	40093002	ENST00000450525	three_prime_UTR
chr17	40624962	40628784	ENST00000348513	three_prime_UTR
chr17	40645783	40645795	ENST00000348513	5_prime_intron
chr17	40645803	40645847	ENST00000348513	five_prime_UTR
chr17	40645848	40645867	ENST00000348513	5_prime_intron
chr17	40647551	40647999	ENST00000348513	promoter
chr17	40647753	40647772	ENST00000348513	5_prime_intron
chr17	40647773	40647818	ENST00000348513	five_prime_UTR
chr17	40818117	40818475	ENST00000269576	three_prime_UTR
chr17	40818483	40818495	ENST00000269576	3_prime_intron
chr17	40822586	40822831	ENST00000269576	promoter
chr17	40822586	40822614	ENST00000269576	five_prime_UTR
chr17	40861303	40861660	ENST00000251643	three_prime_UTR
chr17	40867187	40867489	ENST00000251643	promoter
chr17	40867187	40867223	ENST00000251643	five_prime_UTR
chr17	41565836	41566152	ENST00000246662	three_prime_UTR
chr17	41566153	41566172	ENST00000246662	3_prime_intron
chr17	41567213	41567232	ENST00000246662	3_prime_intron
chr17	41567233	41567272	ENST00000246662	three_prime_UTR
chr17	41571993	41572240	ENST00000246662	promoter
chr17	41571993	41572059	ENST00000246662	five_prime_UTR
chr17	41582279	41582434	ENST00000167586	three_prime_UTR
chr17	41586835	41587180	ENST00000167586	promoter
chr17	41586835	41586895	ENST00000167586	five_prime_UTR
chr17	41609778	41609934	ENST00000301653	three_prime_UTR
chr17	41612689	41612767	ENST00000301653	five_prime_UTR
chr17	41612700	41613081	ENST00000301653	promoter
chr17	41619442	41619593	ENST00000311208	three_prime_UTR
chr17	41624510	41624841	ENST00000311208	promoter
chr17	41624510	41624575	ENST00000311208	five_prime_UTR
chr17	41754609	41755743	ENST00000393931	three_prime_UTR
chr17	41771855	41771862	ENST00000393931	five_prime_UTR
chr17	41771863	41771882	ENST00000393931	5_prime_intron
chr17	41786568	41786587	ENST00000393931	5_prime_intron
chr17	41786588	41786711	ENST00000393931	five_prime_UTR
chr17	41786623	41786971	ENST00000393931	promoter
chr17	42199177	42201737	ENST00000293328	three_prime_UTR
chr17	42232128	42232137	ENST00000293328	five_prime_UTR
chr17	42232138	42232157	ENST00000293328	5_prime_intron
chr17	42276228	42276247	ENST00000293328	5_prime_intron
chr17	42276248	42276391	ENST00000293328	five_prime_UTR
chr17	42276296	42276645	ENST00000293328	promoter
chr17	42313324	42315744	ENST00000264657	three_prime_UTR
chr17	42348517	42348539	ENST00000264657	five_prime_UTR
chr17	42348540	42348559	ENST00000264657	5_prime_intron
chr17	42388259	42388278	ENST00000264657	5_prime_intron
chr17	42388279	42388442	ENST00000264657	five_prime_UTR
chr17	42388303	42388708	ENST00000264657	promoter
chr17	42536013	42536272	ENST00000225927	promoter
chr17	42536241	42536272	ENST00000225927	five_prime_UTR
chr17	42544239	42544449	ENST00000225927	three_prime_UTR
chr17	42609336	42609737	ENST00000251413	promoter
chr17	42609683	42609737	ENST00000251413	five_prime_UTR
chr17	42615042	42615238	ENST00000251413	three_prime_UTR
chr17	42780344	42780698	ENST00000246914	promoter
chr17	42780610	42780698	ENST00000246914	five_prime_UTR
chr17	42796669	42796685	ENST00000246914	3_prime_intron
chr17	42796689	42797066	ENST00000246914	three_prime_UTR
chr17	42998125	42998486	ENST00000253788	promoter
chr17	42998419	42998471	ENST00000253788	five_prime_UTR
chr17	42998472	42998491	ENST00000253788	5_prime_intron
chr17	42998729	42998748	ENST00000253788	5_prime_intron
chr17	42998749	42998750	ENST00000253788	five_prime_UTR
chr17	43002921	43002959	ENST00000253788	three_prime_UTR
chr17	43044295	43045677	ENST00000357654	three_prime_UTR
chr17	43124097	43124115	ENST00000357654	five_prime_UTR
chr17	43124116	43124135	ENST00000357654	5_prime_intron
chr17	43125251	43125270	ENST00000357654	5_prime_intron
chr17	43125271	43125364	ENST00000357654	five_prime_UTR
chr17	43125297	43125660	ENST00000357654	promoter
chr17	43753738	43755341	ENST00000301691	three_prime_UTR
chr17	43758742	43759057	ENST00000301691	promoter
chr17	43758742	43758791	ENST00000301691	five_prime_UTR
chr17	44205040	44207241	ENST00000436088	three_prime_UTR
chr17	44218230	44218296	ENST00000436088	five_prime_UTR
chr17	44218297	44218316	ENST00000436088	5_prime_intron
chr17	44219425	44219444	ENST00000436088	5_prime_intron
chr17	44219445	44219675	ENST00000436088	five_prime_UTR
chr17	44219531	44219856	ENST00000436088	promoter
chr17	44248390	44250457	ENST00000262418	three_prime_UTR
chr17	44262847	44262851	ENST00000262418	5_prime_intron
chr17	44262867	44262934	ENST00000262418	five_prime_UTR
chr17	44262935	44262954	ENST00000262418	5_prime_intron
chr17	44267996	44268401	ENST00000262418	promoter
chr17	44268034	44268053	ENST00000262418	5_prime_intron
chr17	44268054	44268135	ENST00000262418	five_prime_UTR
chr17	44344971	44345369	ENST00000053867	promoter
chr17	44345302	44345334	ENST00000053867	five_prime_UTR
chr17	44345335	44345354	ENST00000053867	5_prime_intron
chr17	44349138	44349157	ENST00000053867	5_prime_intron
chr17	44349158	44349164	ENST00000053867	five_prime_UTR
chr17	44352799	44353106	ENST00000053867	three_prime_UTR
chr17	44372181	44372363	ENST00000262407	three_prime_UTR
chr17	44389474	44389830	ENST00000262407	promoter
chr17	44389474	44389649	ENST00000262407	five_prime_UTR
chr17	44557218	44557623	ENST00000315323	promoter
chr17	44557484	44557688	ENST00000315323	five_prime_UTR
chr17	44559387	44561262	ENST00000315323	three_prime_UTR
chr17	44849948	44850331	ENST00000426333	three_prime_UTR
chr17	44850397	44851273	ENST00000426333	three_prime_UTR
chr17	44894522	44894525	ENST00000426333	five_prime_UTR
chr17	44894526	44894545	ENST00000426333	5_prime_intron
chr17	44899349	44899368	ENST00000426333	5_prime_intron
chr17	44899369	44899445	ENST00000426333	five_prime_UTR
chr17	44899378	44899759	ENST00000426333	promoter
chr17	44903159	44907346	ENST00000588735	three_prime_UTR
chr17	44915487	44915681	ENST00000588735	promoter
chr17	44915487	44915500	ENST00000588735	five_prime_UTR
chr17	45894288	45894693	ENST00000262410	promoter
chr17	45894554	45894686	ENST00000262410	five_prime_UTR
chr17	45894687	45894706	ENST00000262410	5_prime_intron
chr17	45962301	45962320	ENST00000262410	5_prime_intron
chr17	45962321	45962337	ENST00000262410	five_prime_UTR
chr17	46024172	46028334	ENST00000262410	three_prime_UTR
chr17	46029916	46031475	ENST00000432791	three_prime_UTR
chr17	46172144	46172232	ENST00000432791	five_prime_UTR
chr17	46172233	46172252	ENST00000432791	5_prime_intron
chr17	46192803	46192822	ENST00000432791	5_prime_intron
chr17	46192823	46193429	ENST00000432791	five_prime_UTR
chr17	46193335	46193682	ENST00000432791	promoter
chr17	47253646	47253861	ENST00000559488	promoter
chr17	47253941	47254111	ENST00000559488	promoter
chr17	47253827	47253861	ENST00000559488	five_prime_UTR
chr17	47310205	47313743	ENST00000559488	three_prime_UTR
chr17	49598884	49600377	ENST00000504102	three_prime_UTR
chr17	49622811	49622876	ENST00000504102	five_prime_UTR
chr17	49622877	49622896	ENST00000504102	5_prime_intron
chr17	49677913	49677932	ENST00000504102	5_prime_intron
chr17	49677933	49678097	ENST00000504102	five_prime_UTR
chr17	49677986	49678321	ENST00000504102	promoter
chr17	49990005	49991516	ENST00000434704	three_prime_UTR
chr17	49994999	49995224	ENST00000434704	five_prime_UTR
chr17	49995086	49995436	ENST00000434704	promoter
chr17	50184101	50185501	ENST00000225964	three_prime_UTR
chr17	50201514	50201631	ENST00000225964	five_prime_UTR
chr17	50201524	50201812	ENST00000225964	promoter
chr17	50560449	50560854	ENST00000359106	promoter
chr17	50560715	50561459	ENST00000359106	five_prime_UTR
chr17	50626752	50627474	ENST00000359106	three_prime_UTR
chr17	56593421	56593766	ENST00000332822	promoter
chr17	56593699	56594223	ENST00000332822	five_prime_UTR
chr17	56594923	56595611	ENST00000332822	three_prime_UTR
chr17	56833859	56834218	ENST00000284061	promoter
chr17	56834151	56834260	ENST00000284061	five_prime_UTR
chr17	56834261	56834280	ENST00000284061	5_prime_intron
chr17	56834758	56834777	ENST00000284061	5_prime_intron
chr17	56834778	56834795	ENST00000284061	five_prime_UTR
chr17	56862792	56869567	ENST00000284061	three_prime_UTR
chr17	58353676	58354942	ENST00000407977	three_prime_UTR
chr17	58415578	58415962	ENST00000407977	five_prime_UTR
chr17	58415963	58415982	ENST00000407977	5_prime_intron
chr17	58416997	58417016	ENST00000407977	5_prime_intron
chr17	58417017	58417534	ENST00000407977	five_prime_UTR
chr17	58417467	58417840	ENST00000407977	promoter
chr17	58692421	58692643	ENST00000337432	promoter
chr17	58692602	58692643	ENST00000337432	five_prime_UTR
chr17	58734223	58735611	ENST00000337432	three_prime_UTR
chr17	59619714	59619962	ENST00000269122	promoter
chr17	59619895	59620131	ENST00000269122	five_prime_UTR
chr17	59693853	59696956	ENST00000269122	three_prime_UTR
chr17	60599970	60600320	ENST00000305921	promoter
chr17	60600193	60600414	ENST00000305921	five_prime_UTR
chr17	60663553	60666280	ENST00000305921	three_prime_UTR
chr17	61452144	61452489	ENST00000644296	promoter
chr17	61452422	61452577	ENST00000644296	five_prime_UTR
chr17	61452578	61452597	ENST00000644296	5_prime_intron
chr17	61456468	61456487	ENST00000644296	5_prime_intron
chr17	61456488	61456490	ENST00000644296	five_prime_UTR
chr17	61483517	61485110	ENST00000644296	three_prime_UTR
chr17	61679139	61683295	ENST00000259008	three_prime_UTR
chr17	61861540	61861569	ENST00000259008	five_prime_UTR
chr17	61861570	61861589	ENST00000259008	5_prime_intron
chr17	61863264	61863283	ENST00000259008	5_prime_intron
chr17	61863284	61863528	ENST00000259008	five_prime_UTR
chr17	61863457	61863807	ENST00000259008	promoter
chr17	62478559	62478964	ENST00000346027	promoter
chr17	62478825	62479290	ENST00000346027	five_prime_UTR
chr17	62479291	62479310	ENST00000346027	5_prime_intron
chr17	62481101	62481120	ENST00000346027	5_prime_intron
chr17	62481121	62481125	ENST00000346027	five_prime_UTR
chr17	62612566	62615481	ENST00000346027	three_prime_UTR
chr17	62965969	62966374	ENST00000689528	promoter
chr17	62966235	62966749	ENST00000689528	five_prime_UTR
chr17	62966750	62966769	ENST00000689528	5_prime_intron
chr17	63009517	63009536	ENST00000689528	5_prime_intron
chr17	63009537	63009559	ENST00000689528	five_prime_UTR
chr17	63421956	63427703	ENST00000689528	three_prime_UTR
chr17	63622151	63622556	ENST00000361733	promoter
chr17	63622417	63622759	ENST00000361733	five_prime_UTR
chr17	63622764	63622779	ENST00000361733	5_prime_intron
chr17	63693778	63696305	ENST00000361733	three_prime_UTR
chr17	63917203	63917308	ENST00000323322	three_prime_UTR
chr17	63918700	63918766	ENST00000323322	promoter
chr17	63918777	63919105	ENST00000323322	promoter
chr17	63918757	63918766	ENST00000323322	5_prime_intron
chr17	63918777	63918839	ENST00000323322	five_prime_UTR
chr17	63938554	63940770	ENST00000435607	three_prime_UTR
chr17	63972842	63973184	ENST00000435607	promoter
chr17	63972842	63972918	ENST00000435607	five_prime_UTR
chr17	64477785	64477822	ENST00000539111	three_prime_UTR
chr17	64496969	64497289	ENST00000539111	promoter
chr17	64496969	64497054	ENST00000539111	five_prime_UTR
chr17	65528563	65529975	ENST00000307078	three_prime_UTR
chr17	65558621	65558736	ENST00000307078	five_prime_UTR
chr17	65558737	65558756	ENST00000307078	5_prime_intron
chr17	65561430	65561449	ENST00000307078	5_prime_intron
chr17	65561450	65561648	ENST00000307078	five_prime_UTR
chr17	65561452	65561829	ENST00000307078	promoter
chr17	67337916	67340842	ENST00000356126	three_prime_UTR
chr17	67366520	67366827	ENST00000356126	promoter
chr17	67366520	67366577	ENST00000356126	five_prime_UTR
chr17	67825237	67825642	ENST00000306378	promoter
chr17	67825503	67825724	ENST00000306378	five_prime_UTR
chr17	67982289	67984378	ENST00000306378	three_prime_UTR
chr17	68512248	68512598	ENST00000589228	promoter
chr17	68512430	68512548	ENST00000589228	five_prime_UTR
chr17	68512549	68512568	ENST00000589228	5_prime_intron
chr17	68515374	68515393	ENST00000589228	5_prime_intron
chr17	68515394	68515399	ENST00000589228	five_prime_UTR
chr17	68530450	68533431	ENST00000589228	three_prime_UTR
chr17	70169268	70169618	ENST00000243457	promoter
chr17	70169532	70169701	ENST00000243457	five_prime_UTR
chr17	70169702	70169721	ENST00000243457	5_prime_intron
chr17	70174804	70174823	ENST00000243457	5_prime_intron
chr17	70174824	70175039	ENST00000243457	five_prime_UTR
chr17	70176324	70180044	ENST00000243457	three_prime_UTR
chr17	72120772	72121122	ENST00000245479	promoter
chr17	72121020	72121391	ENST00000245479	five_prime_UTR
chr17	72124388	72126416	ENST00000245479	three_prime_UTR
chr17	75721179	75721526	ENST00000200181	promoter
chr17	75721459	75721612	ENST00000200181	five_prime_UTR
chr17	75721613	75721632	ENST00000200181	5_prime_intron
chr17	75724674	75724693	ENST00000200181	5_prime_intron
chr17	75724694	75724703	ENST00000200181	five_prime_UTR
chr17	75757556	75757818	ENST00000200181	three_prime_UTR
chr17	75941507	75946747	ENST00000293217	three_prime_UTR
chr17	75979074	75979166	ENST00000293217	five_prime_UTR
chr17	75979099	75979347	ENST00000293217	promoter
chr17	76136333	76137352	ENST00000322957	three_prime_UTR
chr17	76140396	76140564	ENST00000322957	five_prime_UTR
chr17	76140565	76140584	ENST00000322957	5_prime_intron
chr17	76141094	76141113	ENST00000322957	5_prime_intron
chr17	76141114	76141245	ENST00000322957	five_prime_UTR
chr17	76141168	76141518	ENST00000322957	promoter
chr17	76470896	76471632	ENST00000675367	three_prime_UTR
chr17	76481525	76481545	ENST00000675367	five_prime_UTR
chr17	76481546	76481565	ENST00000675367	5_prime_intron
chr17	76487692	76487711	ENST00000675367	5_prime_intron
chr17	76487712	76487909	ENST00000675367	five_prime_UTR
chr17	76487910	76487929	ENST00000675367	5_prime_intron
chr17	76501300	76501650	ENST00000675367	promoter
chr17	76501333	76501352	ENST00000675367	5_prime_intron
chr17	76501353	76501423	ENST00000675367	five_prime_UTR
chr17	80169823	80170130	ENST00000648509	promoter
chr17	80170030	80170056	ENST00000648509	five_prime_UTR
chr17	80170057	80170076	ENST00000648509	5_prime_intron
chr17	80172886	80172905	ENST00000648509	5_prime_intron
chr17	80172906	80173228	ENST00000648509	five_prime_UTR
chr17	80173229	80173248	ENST00000648509	5_prime_intron
chr17	80178488	80178507	ENST00000648509	5_prime_intron
chr17	80178508	80178655	ENST00000648509	five_prime_UTR
chr17	80178656	80178675	ENST00000648509	5_prime_intron
chr17	80179084	80179103	ENST00000648509	5_prime_intron
chr17	80179104	80179301	ENST00000648509	five_prime_UTR
chr17	80179302	80179321	ENST00000648509	5_prime_intron
chr17	80181399	80181418	ENST00000648509	5_prime_intron
chr17	80181419	80181438	ENST00000648509	five_prime_UTR
chr17	80208346	80209331	ENST00000648509	three_prime_UTR
chr17	80260671	80261150	ENST00000582970	promoter
chr17	80260852	80260902	ENST00000582970	five_prime_UTR
chr17	80260903	80260922	ENST00000582970	5_prime_intron
chr17	80263554	80263573	ENST00000582970	5_prime_intron
chr17	80263574	80263681	ENST00000582970	five_prime_UTR
chr17	80393499	80398794	ENST00000582970	three_prime_UTR
chr17	81509971	81510689	ENST00000573283	three_prime_UTR
chr17	81512355	81512360	ENST00000573283	five_prime_UTR
chr17	81512361	81512380	ENST00000573283	5_prime_intron
chr17	81512666	81513014	ENST00000573283	promoter
chr17	81512714	81512733	ENST00000573283	5_prime_intron
chr17	81512734	81512799	ENST00000573283	five_prime_UTR
chr17	81843166	81844011	ENST00000331483	three_prime_UTR
chr17	81860292	81860326	ENST00000331483	promoter
chr17	81860472	81860716	ENST00000331483	promoter
chr17	81860472	81860535	ENST00000331483	five_prime_UTR
chr17	81932391	81933213	ENST00000329875	three_prime_UTR
chr17	81936815	81937300	ENST00000329875	five_prime_UTR
chr17	81937195	81937543	ENST00000329875	promoter
chr17	82031497	82031761	ENST00000306897	promoter
chr17	82031678	82031761	ENST00000306897	five_prime_UTR
chr17	82033830	82034204	ENST00000306897	three_prime_UTR
chr18	2655545	2655906	ENST00000320876	promoter
chr18	2655726	2656075	ENST00000320876	five_prime_UTR
chr18	2802553	2805017	ENST00000320876	three_prime_UTR
chr18	3449957	3450307	ENST00000343820	promoter
chr18	3450172	3450489	ENST00000343820	five_prime_UTR
chr18	3450506	3450509	ENST00000343820	5_prime_intron
chr18	3457941	3459978	ENST00000343820	three_prime_UTR
chr18	10454343	10454702	ENST00000355285	promoter
chr18	10454635	10454981	ENST00000355285	five_prime_UTR
chr18	10488039	10489949	ENST00000355285	three_prime_UTR
chr18	10670247	10671526	ENST00000674853	three_prime_UTR
chr18	11148589	11149569	ENST00000674853	five_prime_UTR
chr18	11149430	11149835	ENST00000674853	promoter
chr18	11688998	11689403	ENST00000334049	promoter
chr18	11689264	11689563	ENST00000334049	five_prime_UTR
chr18	11751904	11752167	ENST00000423027	promoter
chr18	11752085	11752433	ENST00000423027	five_prime_UTR
chr18	11881136	11884444	ENST00000334049	three_prime_UTR
chr18	11884628	11885675	ENST00000334049	three_prime_UTR
chr18	11881136	11884444	ENST00000423027	three_prime_UTR
chr18	11884628	11885675	ENST00000423027	three_prime_UTR
chr18	12328944	12329564	ENST00000269143	three_prime_UTR
chr18	12377083	12377227	ENST00000269143	five_prime_UTR
chr18	12377160	12377428	ENST00000269143	promoter
chr18	21242051	21242387	ENST00000424526	promoter
chr18	21242232	21242393	ENST00000424526	five_prime_UTR
chr18	21242394	21242413	ENST00000424526	5_prime_intron
chr18	21366007	21366026	ENST00000424526	5_prime_intron
chr18	21366027	21366136	ENST00000424526	five_prime_UTR
chr18	21366137	21366156	ENST00000424526	5_prime_intron
chr18	21383490	21383509	ENST00000424526	5_prime_intron
chr18	21383510	21383518	ENST00000424526	five_prime_UTR
chr18	21522822	21526112	ENST00000424526	three_prime_UTR
chr18	22169290	22169656	ENST00000269216	promoter
chr18	22169589	22169682	ENST00000269216	five_prime_UTR
chr18	22169683	22169702	ENST00000269216	5_prime_intron
chr18	22171088	22171107	ENST00000269216	5_prime_intron
chr18	22171108	22171144	ENST00000269216	five_prime_UTR
chr18	22200824	22202528	ENST00000269216	three_prime_UTR
chr18	22933138	22933488	ENST00000327155	promoter
chr18	22933328	22933564	ENST00000327155	five_prime_UTR
chr18	22933565	22933584	ENST00000327155	5_prime_intron
chr18	22936734	22936753	ENST00000327155	5_prime_intron
chr18	22936754	22936851	ENST00000327155	five_prime_UTR
chr18	23026241	23026486	ENST00000327155	three_prime_UTR
chr18	23689272	23689683	ENST00000313654	promoter
chr18	23689453	23689683	ENST00000313654	five_prime_UTR
chr18	23872686	23873044	ENST00000269217	promoter
chr18	23873020	23873044	ENST00000269217	five_prime_UTR
chr18	23954649	23955066	ENST00000313654	three_prime_UTR
chr18	23954649	23955066	ENST00000269217	three_prime_UTR
chr18	26454910	26455742	ENST00000580059	three_prime_UTR
chr18	26548537	26548819	ENST00000580059	promoter
chr18	26548537	26548553	ENST00000580059	five_prime_UTR
chr18	27950966	27952152	ENST00000269141	three_prime_UTR
chr18	28177023	28177396	ENST00000269141	promoter
chr18	28177023	28177130	ENST00000269141	five_prime_UTR
chr18	30989365	30994174	ENST00000360428	three_prime_UTR
chr18	31042661	31042742	ENST00000360428	five_prime_UTR
chr18	31042675	31043081	ENST00000360428	promoter
chr18	31058840	31068014	ENST00000280904	three_prime_UTR
chr18	31101972	31102421	ENST00000280904	five_prime_UTR
chr18	31102288	31102632	ENST00000280904	promoter
chr18	31317940	31318229	ENST00000257192	promoter
chr18	31318160	31318300	ENST00000257192	five_prime_UTR
chr18	31355347	31359246	ENST00000257192	three_prime_UTR
chr18	31497959	31498251	ENST00000261590	promoter
chr18	31498297	31498306	ENST00000261590	promoter
chr18	31498177	31498251	ENST00000261590	five_prime_UTR
chr18	31546744	31549008	ENST00000261590	three_prime_UTR
chr18	31591641	31591902	ENST00000237014	promoter
chr18	31591972	31591990	ENST00000237014	promoter
chr18	31591877	31591902	ENST00000237014	five_prime_UTR
chr18	31598676	31598821	ENST00000237014	three_prime_UTR
chr18	32018559	32018863	ENST00000217740	promoter
